Name,Pos,Date,Salary,Starter,Team,FPTS,Value,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,DD,TD,USG_perc,DRtg,ORtg,AST_perc,DRB_perc,ORB_perc,BLK_perc,TOV_perc,STL_perc,eFG_perc
Matthew Dellavedova,PG/SG,20181218,4100.0,0,CLE,16.75,4.085365853658537,0,CLE,92,IND,91,15.55,4,6,0.667,2,4,0.5,0,0,0.0,0,1,1,4,0,0,3,1,10,0,0,26.3,105.0,114.0,48.1,5.8,0.0,0.0,33.3,0.0,0.833
Collin Sexton,PG,20181218,4800.0,1,CLE,12.25,2.5520833333333335,0,CLE,92,IND,91,32.43,6,13,0.462,0,1,0.0,0,0,0.0,1,0,1,0,0,0,2,1,12,0,0,21.0,108.0,83.0,0.0,0.0,3.0,0.0,13.3,0.0,0.462
Rodney Hood,SG/SF,20181218,4900.0,1,CLE,32.0,6.530612244897958,0,CLE,92,IND,91,35.28,5,12,0.417,1,5,0.2,6,8,0.75,2,4,6,2,2,0,0,4,17,0,0,20.0,97.0,125.0,8.7,10.3,5.4,0.0,0.0,2.9,0.45799999999999996
Cedi Osman,SF/PF,20181218,4700.0,1,CLE,23.25,4.946808510638298,0,CLE,92,IND,91,40.33,6,14,0.429,1,6,0.16699999999999998,0,0,0.0,1,6,7,1,0,0,1,1,13,0,0,16.9,103.0,94.0,3.9,13.5,2.4,0.0,6.7,0.0,0.46399999999999997
Jaron Blossomgame,SF/PF,20181218,3200.0,0,CLE,22.5,7.03125,0,CLE,92,IND,91,22.87,3,6,0.5,0,3,0.0,1,2,0.5,2,6,8,1,1,1,0,2,7,0,0,13.7,91.0,120.0,6.6,23.8,8.4,3.0,0.0,2.3,0.5
David Nwaba,SG/SF,20181218,3500.0,1,CLE,8.75,2.5,0,CLE,92,IND,91,13.73,0,4,0.0,0,4,0.0,0,0,0.0,0,3,3,2,1,0,0,1,0,0,0,13.2,92.0,28.0,18.4,19.8,0.0,0.0,0.0,3.8,0.0
Larry Nance,PF/C,20181218,6000.0,1,CLE,53.0,8.833333333333334,0,CLE,92,IND,91,33.43,7,14,0.5,1,3,0.333,0,0,0.0,5,11,16,6,3,1,2,3,15,1,0,21.7,85.0,115.0,30.8,29.8,14.4,2.0,12.5,4.6,0.536
Ante Zizic,C,20181218,3300.0,0,CLE,11.5,3.484848484848485,0,CLE,92,IND,91,13.9,1,3,0.333,0,0,0.0,0,0,0.0,1,3,4,2,0,1,1,0,2,0,0,13.1,97.0,80.0,20.0,19.5,6.9,4.9,25.0,0.0,0.33299999999999996
Channing Frye,PF/C,20181218,3100.0,0,CLE,2.0,0.6451612903225806,0,CLE,92,IND,91,6.08,1,3,0.333,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,3,2,0,0,22.4,104.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33299999999999996
Devin Harris,PG/SG,20181218,3300.0,0,DAL,11.5,3.484848484848485,0,DEN,126,DAL,118,15.08,4,7,0.5710000000000001,1,4,0.25,0,0,0.0,0,0,0,0,1,0,0,2,9,0,0,20.8,127.0,117.0,0.0,0.0,0.0,0.0,0.0,3.2,0.643
Jalen Brunson,PG,20181218,4100.0,1,DAL,9.5,2.3170731707317076,0,DEN,126,DAL,118,24.55,4,7,0.5710000000000001,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,8,0,0,12.8,134.0,115.0,6.1,0.0,0.0,0.0,0.0,0.0,0.5710000000000001
Luka Doncic,SG/SF,20181218,7700.0,1,DAL,53.0,6.883116883116883,0,DEN,126,DAL,118,34.5,5,15,0.333,3,9,0.333,10,12,0.833,0,6,6,12,1,0,1,1,23,1,0,27.6,126.0,132.0,50.5,21.4,0.0,0.0,4.7,1.4,0.433
Harrison Barnes,SF/PF,20181218,5400.0,1,DAL,41.5,7.685185185185185,0,DEN,126,DAL,118,33.97,10,16,0.625,5,8,0.625,5,6,0.833,1,3,4,0,1,1,0,1,30,0,0,24.6,127.0,154.0,0.0,10.9,3.4,2.3,0.0,1.4,0.7809999999999999
Dorian Finney-Smith,SF/PF,20181218,3600.0,0,DAL,7.5,2.0833333333333335,0,DEN,126,DAL,118,27.35,1,5,0.2,0,4,0.0,0,0,0.0,1,1,2,1,1,0,1,2,2,0,0,9.8,129.0,57.0,4.6,4.5,4.3,0.0,16.7,1.8,0.2
Ryan Broekhoff,SG/SF,20181218,3000.0,0,DAL,0.0,0.0,0,DEN,126,DAL,118,1.07,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Jordan,C,20181218,6800.0,1,DAL,32.0,4.705882352941177,0,DEN,126,DAL,118,26.8,4,6,0.667,0,0,0.0,3,6,0.5,2,10,12,1,2,0,2,6,11,1,0,17.8,115.0,112.0,5.5,45.9,8.7,0.0,18.8,3.6,0.667
Dwight Powell,PF/C,20181218,3700.0,0,DAL,12.0,3.243243243243243,0,DEN,126,DAL,118,16.92,3,5,0.6,1,2,0.5,1,2,0.5,0,2,2,1,0,0,1,2,8,0,0,18.2,131.0,112.0,9.0,14.6,0.0,0.0,14.5,0.0,0.7
Dirk Nowitzki,PF/C,20181218,3400.0,0,DAL,6.25,1.8382352941176472,0,DEN,126,DAL,118,7.22,1,2,0.5,1,1,1.0,0,0,0.0,0,1,1,1,0,0,0,0,3,0,0,12.4,131.0,154.0,19.9,17.1,0.0,0.0,0.0,0.0,0.75
Salah Mejri,C,20181218,3000.0,0,DAL,0.0,0.0,0,DEN,126,DAL,118,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamal Murray,PG/SG,20181218,6600.0,1,DEN,56.75,8.59848484848485,1,DEN,126,DAL,118,39.43,10,18,0.556,1,4,0.25,1,2,0.5,1,6,7,15,1,1,5,2,22,1,0,25.7,119.0,120.0,48.3,17.8,3.1,2.5,20.9,1.2,0.583
Monte Morris,PG/SG,20181218,4700.0,0,DEN,33.0,7.0212765957446805,1,DEN,126,DAL,118,24.72,7,10,0.7,2,3,0.667,0,0,0.0,0,4,4,5,2,0,1,2,16,0,0,18.9,115.0,153.0,26.7,18.9,0.0,0.0,9.1,3.9,0.8
Malik Beasley,PG/SG,20181218,3400.0,0,DEN,21.75,6.397058823529412,1,DEN,126,DAL,118,26.5,5,8,0.625,2,4,0.5,0,0,0.0,1,0,1,4,1,0,1,5,12,0,0,14.4,122.0,146.0,17.7,0.0,4.6,0.0,11.1,1.8,0.75
Brandon Goodwin,PG/SG,20181218,3000.0,0,DEN,0.0,0.0,1,DEN,126,DAL,118,0.03,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Hernangomez,SF/PF,20181218,4700.0,1,DEN,22.0,4.680851063829787,1,DEN,126,DAL,118,30.47,3,8,0.375,1,4,0.25,5,6,0.833,3,3,6,0,0,1,0,2,12,0,0,14.8,122.0,138.0,0.0,11.5,12.1,3.2,0.0,0.0,0.43799999999999994
Trey Lyles,SF/PF,20181218,4200.0,0,DEN,21.25,5.059523809523809,1,DEN,126,DAL,118,21.08,5,7,0.7140000000000001,3,4,0.75,3,4,0.75,0,3,3,0,0,0,0,2,16,0,0,17.7,124.0,180.0,0.0,16.7,0.0,0.0,0.0,0.0,0.929
Torrey Craig,SG/SF,20181218,3600.0,1,DEN,7.25,2.013888888888889,1,DEN,126,DAL,118,20.3,2,5,0.4,1,3,0.333,0,0,0.0,0,1,1,1,0,0,2,5,5,0,0,14.7,125.0,77.0,5.2,5.8,0.0,0.0,28.6,0.0,0.5
Nick Young,SG/SF,20181218,3000.0,0,DEN,1.5,0.5,1,DEN,126,DAL,118,8.58,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,2,0,0,0,5.0,126.0,68.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Lydon,PF,20181218,3000.0,0,DEN,0.0,0.0,1,DEN,126,DAL,118,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Jokic,C,20181218,9700.0,1,DEN,66.0,6.804123711340207,1,DEN,126,DAL,118,34.95,13,25,0.52,2,6,0.333,4,4,1.0,6,10,16,4,3,1,5,4,32,1,0,38.6,109.0,116.0,17.1,33.5,21.1,2.8,15.7,4.2,0.56
Mason Plumlee,PF/C,20181218,5400.0,1,DEN,26.25,4.861111111111111,1,DEN,126,DAL,118,33.93,5,8,0.625,0,0,0.0,1,2,0.5,1,8,9,3,0,0,1,4,11,0,0,12.4,122.0,127.0,9.9,27.6,3.6,0.0,10.1,0.0,0.625
Thomas Welsh,C,20181218,3000.0,0,DEN,0.0,0.0,1,DEN,126,DAL,118,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Oladipo,PG/SG,20181218,9100.0,1,IND,30.75,3.379120879120879,1,CLE,92,IND,91,33.72,4,15,0.267,1,6,0.16699999999999998,3,6,0.5,0,5,5,5,1,2,3,2,12,0,0,26.4,98.0,71.0,22.7,14.2,0.0,4.7,14.5,1.5,0.3
Darren Collison,PG,20181218,5000.0,1,IND,22.5,4.5,1,CLE,92,IND,91,29.35,2,6,0.333,1,2,0.5,0,0,0.0,0,6,6,4,1,1,1,3,5,0,0,10.3,97.0,91.0,19.4,19.6,0.0,2.7,14.3,1.8,0.41700000000000004
Cory Joseph,PG,20181218,4200.0,0,IND,17.75,4.226190476190476,1,CLE,92,IND,91,20.68,1,6,0.16699999999999998,0,3,0.0,0,0,0.0,0,9,9,2,0,1,1,0,2,0,0,14.6,93.0,44.0,13.4,41.8,0.0,3.9,14.3,0.0,0.16699999999999998
Aaron Holiday,PG/SG,20181218,3200.0,0,IND,0.0,0.0,1,CLE,92,IND,91,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thaddeus Young,SF/PF,20181218,6200.0,1,IND,34.25,5.524193548387097,1,CLE,92,IND,91,31.63,6,13,0.462,0,0,0.0,1,4,0.25,4,5,9,3,2,1,1,0,13,0,0,21.5,96.0,99.0,16.3,15.2,11.5,2.5,6.3,3.3,0.462
Bojan Bogdanovic,SG/SF,20181218,5200.0,1,IND,19.25,3.7019230769230766,1,CLE,92,IND,91,34.47,5,14,0.35700000000000004,0,4,0.0,4,4,1.0,2,1,3,1,0,0,0,0,14,0,0,19.7,109.0,105.0,4.6,2.8,5.3,0.0,0.0,0.0,0.35700000000000004
Doug McDermott,SF/PF,20181218,3100.0,0,IND,14.5,4.67741935483871,1,CLE,92,IND,91,21.0,4,9,0.444,2,4,0.5,2,3,0.667,0,0,0,0,1,0,1,1,12,0,0,23.3,105.0,106.0,0.0,0.0,0.0,0.0,8.8,2.5,0.556
Tyreke Evans,SG/SF,20181218,4100.0,0,IND,8.0,1.9512195121951221,1,CLE,92,IND,91,14.28,2,9,0.222,0,1,0.0,0,0,0.0,1,1,2,1,0,0,0,2,4,0,0,27.2,108.0,61.0,11.1,6.7,6.3,0.0,0.0,0.0,0.222
Myles Turner,C,20181218,7000.0,1,IND,36.5,5.214285714285714,1,CLE,92,IND,91,30.58,6,12,0.5,0,2,0.0,0,1,0.0,0,10,10,2,0,4,1,2,12,1,0,19.0,91.0,94.0,11.4,31.4,0.0,10.5,7.4,0.0,0.5
Domantas Sabonis,PF/C,20181218,6900.0,0,IND,35.0,5.0724637681159415,1,CLE,92,IND,91,24.28,7,9,0.778,0,0,0.0,3,3,1.0,7,1,8,3,2,0,1,2,17,0,0,20.1,99.0,162.0,25.6,4.0,26.1,0.0,8.8,4.2,0.778
Kyle O'Quinn,PF/C,20181218,3000.0,0,IND,0.0,0.0,1,CLE,92,IND,91,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lonzo Ball,PG,20181218,6500.0,1,LAL,40.0,6.153846153846154,0,BRK,115,LAL,110,39.42,9,16,0.563,5,9,0.556,0,2,0.0,2,4,6,3,2,0,3,6,23,0,0,21.2,109.0,118.0,11.8,11.1,5.5,0.0,15.1,2.3,0.7190000000000001
Josh Hart,PG/SG,20181218,4400.0,1,LAL,16.25,3.693181818181818,0,BRK,115,LAL,110,34.37,2,10,0.2,1,5,0.2,1,2,0.5,2,3,5,1,1,0,0,0,6,0,0,13.3,112.0,75.0,3.6,9.5,6.3,0.0,0.0,1.3,0.25
Isaac Bonga,PG/SF,20181218,3000.0,0,LAL,0.0,0.0,0,BRK,115,LAL,110,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LeBron James,SF/PF,20181218,10600.0,1,LAL,68.25,6.438679245283019,0,BRK,115,LAL,110,41.2,13,23,0.565,2,7,0.28600000000000003,8,13,0.615,1,12,13,8,1,1,5,1,36,1,0,34.4,109.0,117.0,34.7,31.8,2.6,2.0,14.8,1.1,0.609
Kyle Kuzma,SF/PF,20181218,7500.0,1,LAL,43.25,5.766666666666667,0,BRK,115,LAL,110,42.6,9,21,0.429,2,8,0.25,2,2,1.0,0,11,11,3,1,0,3,0,22,1,0,24.6,111.0,94.0,10.6,28.2,0.0,0.0,12.1,1.1,0.47600000000000003
Kentavious Caldwell-Pope,SG/SF,20181218,4300.0,0,LAL,16.75,3.8953488372093026,0,BRK,115,LAL,110,37.5,3,7,0.429,0,4,0.0,0,0,0.0,1,4,5,2,1,0,1,3,6,0,0,9.0,112.0,92.0,6.7,11.6,2.9,0.0,12.5,1.2,0.429
Lance Stephenson,SG/SF,20181218,3800.0,0,LAL,12.25,3.223684210526316,0,BRK,115,LAL,110,11.87,3,7,0.429,2,4,0.5,0,0,0.0,0,3,3,0,0,0,1,2,8,0,0,28.4,113.0,94.0,0.0,27.6,0.0,0.0,12.5,0.0,0.5710000000000001
Sviatoslav Mykhailiuk,SG/SF,20181218,3000.0,0,LAL,-0.5,-0.16666666666666666,0,BRK,115,LAL,110,5.5,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,15.3,115.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
Tyson Chandler,C,20181218,3700.0,1,LAL,18.5,5.0,0,BRK,115,LAL,110,17.13,2,2,1.0,0,0,0.0,1,2,0.5,2,2,4,3,0,2,0,2,5,0,0,7.1,105.0,195.0,23.1,12.7,12.7,9.8,0.0,0.0,1.0
Moritz Wagner,PF/C,20181218,3000.0,0,LAL,5.75,1.9166666666666667,0,BRK,115,LAL,110,8.0,1,2,0.5,1,2,0.5,1,2,0.5,0,1,1,0,0,0,0,2,4,0,0,15.1,114.0,137.0,0.0,13.6,0.0,0.0,0.0,0.0,0.75
Ivica Zubac,C,20181218,3000.0,0,LAL,3.5,1.1666666666666667,0,BRK,115,LAL,110,2.42,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,0,2,0,0,0,17.4,78.0,56.0,47.3,0.0,0.0,34.8,0.0,0.0,0.0
Bradley Beal,SG,20181218,8500.0,1,WAS,50.5,5.9411764705882355,0,ATL,118,WAS,110,39.88,11,17,0.647,2,4,0.5,5,7,0.7140000000000001,3,7,10,3,2,0,4,3,29,1,0,25.5,114.0,121.0,15.9,20.5,8.0,0.0,16.6,2.3,0.706
John Wall,PG,20181218,9800.0,1,WAS,24.0,2.4489795918367343,0,ATL,118,WAS,110,26.07,6,18,0.333,3,11,0.273,0,0,0.0,0,0,0,6,0,0,3,5,15,0,0,34.0,125.0,84.0,44.3,0.0,0.0,0.0,14.3,0.0,0.41700000000000004
Tomas Satoransky,PG/SG,20181218,4300.0,0,WAS,18.0,4.186046511627907,0,ATL,118,WAS,110,21.2,4,4,1.0,1,1,1.0,2,4,0.5,1,1,2,2,1,0,2,5,11,0,0,15.4,118.0,131.0,16.8,5.5,5.0,0.0,25.8,2.2,1.125
Jordan McRae,PG/SG,20181218,3000.0,0,WAS,0.0,0.0,0,ATL,118,WAS,110,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevor Ariza,SF/PF,20181218,4600.0,1,WAS,48.5,10.543478260869566,0,ATL,118,WAS,110,38.13,6,17,0.353,4,11,0.364,3,3,1.0,1,7,8,4,6,0,1,2,19,0,0,21.4,102.0,109.0,17.7,21.5,2.8,0.0,5.2,7.3,0.47100000000000003
Jeff Green,SF/PF,20181218,4800.0,1,WAS,25.75,5.364583333333334,0,ATL,118,WAS,110,37.77,4,11,0.364,2,8,0.25,2,2,1.0,0,7,7,2,1,0,2,2,12,0,0,15.5,116.0,91.0,8.2,21.7,0.0,0.0,14.4,1.2,0.455
Sam Dekker,SF/PF,20181218,3800.0,0,WAS,6.75,1.7763157894736843,0,ATL,118,WAS,110,13.07,2,4,0.5,0,0,0.0,0,0,0.0,1,0,1,0,1,0,1,0,4,0,0,16.1,117.0,84.0,0.0,0.0,8.2,0.0,20.0,3.6,0.5
Markieff Morris,PF/C,20181218,5100.0,0,WAS,17.5,3.431372549019608,0,ATL,118,WAS,110,17.45,1,5,0.2,0,2,0.0,5,8,0.625,2,0,2,4,1,0,0,6,7,0,0,20.6,119.0,118.0,33.1,0.0,12.2,0.0,0.0,2.7,0.2
Thomas Bryant,PF/C,20181218,3700.0,1,WAS,10.0,2.7027027027027026,0,ATL,118,WAS,110,14.28,1,2,0.5,0,0,0.0,2,4,0.5,0,2,2,1,0,1,0,2,4,0,0,11.1,117.0,120.0,10.3,16.4,0.0,7.2,0.0,0.0,0.5
Ian Mahinmi,C,20181218,3100.0,0,WAS,8.0,2.5806451612903225,0,ATL,118,WAS,110,16.03,0,2,0.0,0,0,0.0,2,4,0.5,1,3,4,1,0,0,1,5,2,0,0,12.5,118.0,68.0,8.3,21.9,6.7,0.0,21.0,0.0,0.0
Chasson Randle,PG/SG,20181218,0.0,0,WAS,16.75,0.0,0,ATL,118,WAS,110,16.12,1,3,0.333,1,3,0.333,4,4,1.0,0,1,1,3,2,0,1,2,7,0,0,15.1,110.0,140.0,27.1,7.3,0.0,0.0,17.4,5.8,0.5
Kyrie Irving,PG,20181219,9100.0,1,BOS,61.75,6.785714285714286,1,PHO,111,BOS,103,35.98,10,19,0.526,4,8,0.5,5,5,1.0,2,3,5,10,4,1,4,2,29,1,0,31.4,112.0,130.0,54.1,8.2,6.1,1.9,15.9,5.5,0.632
Marcus Smart,PG/SG,20181219,4900.0,1,BOS,32.5,6.632653061224489,1,PHO,111,BOS,103,32.13,3,8,0.375,3,7,0.429,3,3,1.0,0,4,4,5,4,0,3,2,12,0,0,17.2,109.0,110.0,22.3,12.2,0.0,0.0,24.4,6.2,0.563
Terry Rozier,PG/SG,20181219,4300.0,0,BOS,21.25,4.941860465116279,1,PHO,111,BOS,103,23.47,4,11,0.364,4,8,0.5,0,0,0.0,0,1,1,2,1,1,2,2,12,0,0,24.8,121.0,93.0,13.7,4.2,0.0,3.0,15.4,2.1,0.545
Brad Wanamaker,PG/SG,20181219,3000.0,0,BOS,0.0,0.0,1,PHO,111,BOS,103,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jayson Tatum,SF/PF,20181219,6400.0,1,BOS,38.0,5.9375,1,PHO,111,BOS,103,35.5,7,17,0.412,2,5,0.4,2,2,1.0,0,8,8,0,1,4,2,2,18,0,0,25.1,111.0,88.0,0.0,22.1,0.0,7.8,10.1,1.4,0.47100000000000003
Gordon Hayward,SF/PF,20181219,5600.0,0,BOS,28.75,5.133928571428572,1,PHO,111,BOS,103,29.33,3,8,0.375,2,5,0.4,2,2,1.0,0,5,5,4,1,2,1,3,10,0,0,15.1,114.0,117.0,19.8,16.7,0.0,4.7,10.1,1.7,0.5
Jaylen Brown,SG/SF,20181219,5000.0,1,BOS,8.75,1.75,1,PHO,111,BOS,103,23.57,3,9,0.333,0,3,0.0,0,0,0.0,0,1,1,0,0,1,1,1,6,0,0,19.0,126.0,60.0,0.0,4.2,0.0,3.0,10.0,0.0,0.33299999999999996
Semi Ojeleye,SF/PF,20181219,3100.0,0,BOS,4.25,1.3709677419354838,1,PHO,111,BOS,103,12.5,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,2,0,0,0,1,0,0,0,3.6,130.0,121.0,20.2,0.0,8.7,0.0,0.0,0.0,0.0
Robert Williams,PF/C,20181219,3400.0,0,BOS,31.0,9.117647058823529,1,PHO,111,BOS,103,24.07,4,4,1.0,0,0,0.0,0,2,0.0,5,3,8,1,1,5,1,2,8,0,0,10.9,112.0,149.0,6.6,12.2,22.7,14.5,17.0,2.1,1.0
Daniel Theis,PF/C,20181219,4200.0,0,BOS,13.75,3.2738095238095237,1,PHO,111,BOS,103,21.38,2,6,0.333,0,2,0.0,0,0,0.0,1,2,3,2,1,1,2,2,4,0,0,16.8,118.0,69.0,13.4,9.2,5.1,3.3,25.0,2.3,0.33299999999999996
Aron Baynes,C,20181219,4000.0,1,BOS,5.25,1.3125,1,PHO,111,BOS,103,2.07,2,2,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,4,0,0,43.3,103.0,200.0,0.0,47.4,0.0,0.0,0.0,0.0,1.0
Spencer Dinwiddie,PG/SG,20181219,7300.0,0,BRK,43.5,5.958904109589041,0,BRK,96,CHI,93,31.55,8,15,0.5329999999999999,4,8,0.5,7,8,0.875,1,5,6,3,2,0,3,3,27,0,0,33.4,97.0,126.0,20.9,16.2,4.1,0.0,13.9,3.4,0.667
D'Angelo Russell,PG/SG,20181219,7700.0,1,BRK,20.75,2.6948051948051948,0,BRK,96,CHI,93,31.27,6,14,0.429,1,6,0.16699999999999998,0,0,0.0,0,3,3,3,0,0,2,1,13,0,0,25.1,106.0,86.0,18.6,9.8,0.0,0.0,12.5,0.0,0.46399999999999997
Shabazz Napier,PG/SG,20181219,3300.0,0,BRK,4.0,1.2121212121212122,0,BRK,96,CHI,93,10.05,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,3,0,0,1,1,0,0,0,9.7,108.0,65.0,42.1,0.0,0.0,0.0,50.0,0.0,0.0
Joe Harris,SG/SF,20181219,5100.0,1,BRK,22.0,4.313725490196079,0,BRK,96,CHI,93,28.62,4,9,0.444,3,5,0.6,0,0,0.0,1,3,4,4,0,0,3,2,11,0,0,20.5,106.0,99.0,24.6,10.7,4.5,0.0,25.0,0.0,0.611
Rodions Kurucs,SF/PF,20181219,3800.0,1,BRK,17.0,4.473684210526316,0,BRK,96,CHI,93,23.22,3,5,0.6,0,2,0.0,2,2,1.0,1,3,4,0,1,1,0,2,8,0,0,12.4,97.0,143.0,0.0,13.2,5.6,2.9,0.0,2.3,0.6
Jared Dudley,SF/PF,20181219,3200.0,0,BRK,13.0,4.0625,0,BRK,96,CHI,93,20.47,1,2,0.5,0,1,0.0,3,4,0.75,0,4,4,2,0,0,0,1,5,0,0,9.0,103.0,153.0,14.8,20.0,0.0,0.0,0.0,0.0,0.5
DeMarre Carroll,SF/PF,20181219,3700.0,0,BRK,7.25,1.9594594594594594,0,BRK,96,CHI,93,19.2,1,4,0.25,0,2,0.0,1,2,0.5,1,2,3,1,0,0,2,2,3,0,0,17.6,106.0,60.0,7.9,10.6,6.8,0.0,29.1,0.0,0.25
Jarrett Allen,C,20181219,5500.0,1,BRK,37.0,6.7272727272727275,0,BRK,96,CHI,93,30.87,7,12,0.583,0,0,0.0,2,3,0.667,2,10,12,3,0,0,0,1,16,1,0,21.1,100.0,132.0,20.2,33.1,8.4,0.0,0.0,0.0,0.583
Rondae Hollis-Jefferson,PF/C,20181219,5600.0,1,BRK,17.25,3.0803571428571432,0,BRK,96,CHI,93,27.67,2,10,0.2,0,0,0.0,5,6,0.833,1,2,3,3,0,0,0,1,9,0,0,22.4,107.0,94.0,17.0,7.4,4.7,0.0,0.0,0.0,0.2
Ed Davis,PF/C,20181219,3600.0,0,BRK,14.0,3.888888888888889,0,BRK,96,CHI,93,17.1,2,2,1.0,0,0,0.0,0,0,0.0,0,6,6,1,0,1,2,0,4,0,0,11.5,96.0,86.0,9.9,35.8,0.0,3.9,50.0,0.0,1.0
Kenneth Faried,PF/C,20181219,3000.0,0,BRK,0.0,0.0,0,BRK,96,CHI,93,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kris Dunn,PG/SG,20181219,6300.0,1,CHI,41.0,6.507936507936508,1,BRK,96,CHI,93,34.32,11,21,0.524,1,3,0.333,1,2,0.5,0,4,4,6,2,0,3,5,24,0,0,33.7,105.0,102.0,34.1,15.1,0.0,0.0,12.1,3.1,0.5479999999999999
Shaquille Harrison,PG,20181219,3200.0,0,CHI,21.0,6.5625,1,BRK,96,CHI,93,25.58,6,8,0.75,0,1,0.0,1,1,1.0,0,2,2,1,2,0,0,4,13,0,0,15.3,103.0,154.0,6.5,10.1,0.0,0.0,0.0,4.1,0.75
Ryan Arcidiacono,PG,20181219,3900.0,1,CHI,15.25,3.91025641025641,1,BRK,96,CHI,93,23.07,4,6,0.667,2,2,1.0,0,0,0.0,0,1,1,2,0,0,0,1,10,0,0,12.1,114.0,166.0,13.1,5.6,0.0,0.0,0.0,0.0,0.833
Cameron Payne,PG/SG,20181219,3400.0,0,CHI,9.25,2.7205882352941178,1,BRK,96,CHI,93,19.8,2,6,0.333,0,1,0.0,0,0,0.0,0,1,1,3,0,0,1,0,4,0,0,16.4,114.0,75.0,20.7,6.6,0.0,0.0,14.3,0.0,0.33299999999999996
Antonio Blakeney,PG/SG,20181219,3000.0,0,CHI,0.0,0.0,1,BRK,96,CHI,93,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rawle Alkins,PG,20181219,3000.0,0,CHI,0.0,0.0,1,BRK,96,CHI,93,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lauri Markkanen,PF,20181219,7400.0,1,CHI,19.5,2.635135135135135,1,BRK,96,CHI,93,33.08,3,6,0.5,2,3,0.667,0,1,0.0,0,6,6,2,0,0,0,3,8,0,0,9.0,110.0,128.0,8.1,23.5,0.0,0.0,0.0,0.0,0.667
Justin Holiday,SG/SF,20181219,5500.0,1,CHI,18.75,3.409090909090909,1,BRK,96,CHI,93,34.87,2,10,0.2,1,5,0.2,0,0,0.0,0,3,3,3,1,2,2,3,5,0,0,16.0,105.0,54.0,11.1,11.2,0.0,5.6,16.7,1.5,0.25
